mode,example,elapsed_ms
bidirectional+generate-less+smart-kleene-order,complex_while_with_yields,30003
remove-redundant-parts+generate-less+smart-kleene-order,complex_while_with_yields,30004
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,complex_while_with_yields,30004
remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,30003
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,30004
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,30003
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,complex_while_with_yields,30003
regular,equality_check,90
bidirectional,equality_check,90
remove-redundant-parts,equality_check,87
bidirectional+remove-redundant-parts,equality_check,89
remove-redundant-sets,equality_check,90
bidirectional+remove-redundant-sets,equality_check,92
remove-redundant-parts+remove-redundant-sets,equality_check,92
bidirectional+remove-redundant-parts+remove-redundant-sets,equality_check,87
generate-less,equality_check,91
bidirectional+generate-less,equality_check,92
remove-redundant-parts+generate-less,equality_check,88
bidirectional+remove-redundant-parts+generate-less,equality_check,91
remove-redundant-sets+generate-less,equality_check,90
bidirectional+remove-redundant-sets+generate-less,equality_check,87
remove-redundant-parts+remove-redundant-sets+generate-less,equality_check,91
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,equality_check,90
smart-kleene-order,equality_check,88
bidirectional+smart-kleene-order,equality_check,92
remove-redundant-parts+smart-kleene-order,equality_check,88
bidirectional+remove-redundant-parts+smart-kleene-order,equality_check,90
remove-redundant-sets+smart-kleene-order,equality_check,90
bidirectional+remove-redundant-sets+smart-kleene-order,equality_check,86
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,equality_check,91
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,equality_check,90
generate-less+smart-kleene-order,equality_check,94
bidirectional+generate-less+smart-kleene-order,equality_check,89
remove-redundant-parts+generate-less+smart-kleene-order,equality_check,93
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,equality_check,88
remove-redundant-sets+generate-less+smart-kleene-order,equality_check,88
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,equality_check,91
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,equality_check,92
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,equality_check,92
regular,ex,371
bidirectional,ex,378
remove-redundant-parts,ex,381
bidirectional+remove-redundant-parts,ex,374
remove-redundant-sets,ex,366
bidirectional+remove-redundant-sets,ex,377
remove-redundant-parts+remove-redundant-sets,ex,363
bidirectional+remove-redundant-parts+remove-redundant-sets,ex,363
generate-less,ex,402
bidirectional+generate-less,ex,382
remove-redundant-parts+generate-less,ex,375
bidirectional+remove-redundant-parts+generate-less,ex,366
remove-redundant-sets+generate-less,ex,371
