mode,example,elapsed_ms
remove-redundant-sets+generate-less,flag_non_ser_turned_ser,98
bidirectional+remove-redundant-sets+generate-less,flag_non_ser_turned_ser,97
remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser_turned_ser,95
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser_turned_ser,96
smart-kleene-order,flag_non_ser_turned_ser,98
bidirectional+smart-kleene-order,flag_non_ser_turned_ser,101
remove-redundant-parts+smart-kleene-order,flag_non_ser_turned_ser,96
bidirectional+remove-redundant-parts+smart-kleene-order,flag_non_ser_turned_ser,97
remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,100
bidirectional+remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,100
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,97
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser_turned_ser,94
generate-less+smart-kleene-order,flag_non_ser_turned_ser,96
bidirectional+generate-less+smart-kleene-order,flag_non_ser_turned_ser,95
remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser_turned_ser,97
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser_turned_ser,94
remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,96
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,98
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,94
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,94
regular,fred2_arith,10004
bidirectional,fred2_arith,2486
remove-redundant-parts,fred2_arith,10003
bidirectional+remove-redundant-parts,fred2_arith,2583
remove-redundant-sets,fred2_arith,10004
bidirectional+remove-redundant-sets,fred2_arith,2871
remove-redundant-parts+remove-redundant-sets,fred2_arith,10005
bidirectional+remove-redundant-parts+remove-redundant-sets,fred2_arith,2791
generate-less,fred2_arith,10005
bidirectional+generate-less,fred2_arith,3116
remove-redundant-parts+generate-less,fred2_arith,10004
bidirectional+remove-redundant-parts+generate-less,fred2_arith,3194
remove-redundant-sets+generate-less,fred2_arith,10005
bidirectional+remove-redundant-sets+generate-less,fred2_arith,4003
remove-redundant-parts+remove-redundant-sets+generate-less,fred2_arith,10004
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred2_arith,3440
smart-kleene-order,fred2_arith,10003
bidirectional+smart-kleene-order,fred2_arith,2897
remove-redundant-parts+smart-kleene-order,fred2_arith,10005
bidirectional+remove-redundant-parts+smart-kleene-order,fred2_arith,3323
remove-redundant-sets+smart-kleene-order,fred2_arith,10004
bidirectional+remove-redundant-sets+smart-kleene-order,fred2_arith,3411
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2_arith,10003
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2_arith,2985
generate-less+smart-kleene-order,fred2_arith,10009
bidirectional+generate-less+smart-kleene-order,fred2_arith,3141
remove-redundant-parts+generate-less+smart-kleene-order,fred2_arith,10004
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,fred2_arith,2932
remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,10234
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,2457
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,10003
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,10209
regular,fred2,10004
bidirectional,fred2,10005
remove-redundant-parts,fred2,10003
bidirectional+remove-redundant-parts,fred2,10004
remove-redundant-sets,fred2,10004
bidirectional+remove-redundant-sets,fred2,10003
remove-redundant-parts+remove-redundant-sets,fred2,10004
bidirectional+remove-redundant-parts+remove-redundant-sets,fred2,10003
generate-less,fred2,10004
bidirectional+generate-less,fred2,10004
remove-redundant-parts+generate-less,fred2,10004
bidirectional+remove-redundant-parts+generate-less,fred2,10004
remove-redundant-sets+generate-less,fred2,10005
bidirectional+remove-redundant-sets+generate-less,fred2,10004
remove-redundant-parts+remove-redundant-sets+generate-less,fred2,10004
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred2,10004
smart-kleene-order,fred2,10004
bidirectional+smart-kleene-order,fred2,10004
remove-redundant-parts+smart-kleene-order,fred2,10004
bidirectional+remove-redundant-parts+smart-kleene-order,fred2,10005
remove-redundant-sets+smart-kleene-order,fred2,10004
bidirectional+remove-redundant-sets+smart-kleene-order,fred2,10004
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2,10004
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2,10004
generate-less+smart-kleene-order,fred2,10351
bidirectional+generate-less+smart-kleene-order,fred2,10012
remove-redundant-parts+generate-less+smart-kleene-order,fred2,10327
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,fred2,10005
remove-redundant-sets+generate-less+smart-kleene-order,fred2,10256
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,fred2,10005
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2,10356
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2,10003
regular,fred_arith,8756
bidirectional,fred_arith,10005
remove-redundant-parts,fred_arith,8126
bidirectional+remove-redundant-parts,fred_arith,10003
remove-redundant-sets,fred_arith,7831
bidirectional+remove-redundant-sets,fred_arith,10003
remove-redundant-parts+remove-redundant-sets,fred_arith,7893
bidirectional+remove-redundant-parts+remove-redundant-sets,fred_arith,10004
generate-less,fred_arith,10004
bidirectional+generate-less,fred_arith,10004
remove-redundant-parts+generate-less,fred_arith,10004
bidirectional+remove-redundant-parts+generate-less,fred_arith,10004
remove-redundant-sets+generate-less,fred_arith,10004
bidirectional+remove-redundant-sets+generate-less,fred_arith,10004
remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith,10004
