bidirectional ON,remove-redundant-parts ON,remove-redundant-sets ON,generate-less ON,smart-kleene-order ON,benchmark,type,timeout_ms,time_ms,terminated
0,0,1,0,1,complex_while_with_yields,ser,60000,163,1
1,1,0,0,1,complex_while_with_yields,ser,60000,174,1
0,1,0,0,1,complex_while_with_yields,ser,60000,168,1
1,0,0,0,1,complex_while_with_yields,ser,60000,152,1
0,0,0,0,1,complex_while_with_yields,ser,60000,154,1
1,1,1,1,0,complex_while_with_yields,ser,60000,185,1
0,1,1,1,0,complex_while_with_yields,ser,60000,184,1
1,0,1,1,0,complex_while_with_yields,ser,60000,173,1
0,0,1,1,0,complex_while_with_yields,ser,60000,149,1
1,1,0,1,0,complex_while_with_yields,ser,60000,173,1
0,1,0,1,0,complex_while_with_yields,ser,60000,166,1
1,0,0,1,0,complex_while_with_yields,ser,60000,150,1
0,0,0,1,0,complex_while_with_yields,ser,60000,164,1
1,1,1,0,0,complex_while_with_yields,ser,60000,170,1
0,1,1,0,0,complex_while_with_yields,ser,60000,170,1
1,0,1,0,0,complex_while_with_yields,ser,60000,153,1
0,0,1,0,0,complex_while_with_yields,ser,60000,149,1
1,1,0,0,0,complex_while_with_yields,ser,60000,185,1
0,1,0,0,0,complex_while_with_yields,ser,60000,184,1
1,0,0,0,0,complex_while_with_yields,ser,60000,157,1
0,0,0,0,0,complex_while_with_yields,ser,60000,145,1
1,1,1,1,1,equality_check,ser,60000,85,1
0,1,1,1,1,equality_check,ser,60000,84,1
1,0,1,1,1,equality_check,ser,60000,83,1
0,0,1,1,1,equality_check,ser,60000,82,1
1,1,0,1,1,equality_check,ser,60000,82,1
0,1,0,1,1,equality_check,ser,60000,85,1
1,0,0,1,1,equality_check,ser,60000,85,1
0,0,0,1,1,equality_check,ser,60000,87,1
1,1,1,0,1,equality_check,ser,60000,83,1
0,1,1,0,1,equality_check,ser,60000,84,1
1,0,1,0,1,equality_check,ser,60000,82,1
0,0,1,0,1,equality_check,ser,60000,83,1
1,1,0,0,1,equality_check,ser,60000,85,1
0,1,0,0,1,equality_check,ser,60000,88,1
1,0,0,0,1,equality_check,ser,60000,86,1
0,0,0,0,1,equality_check,ser,60000,86,1
1,1,1,1,0,equality_check,ser,60000,83,1
0,1,1,1,0,equality_check,ser,60000,82,1
1,0,1,1,0,equality_check,ser,60000,83,1
0,0,1,1,0,equality_check,ser,60000,85,1
1,1,0,1,0,equality_check,ser,60000,83,1
0,1,0,1,0,equality_check,ser,60000,83,1
1,0,0,1,0,equality_check,ser,60000,83,1
0,0,0,1,0,equality_check,ser,60000,83,1
1,1,1,0,0,equality_check,ser,60000,85,1
0,1,1,0,0,equality_check,ser,60000,81,1
1,0,1,0,0,equality_check,ser,60000,82,1
0,0,1,0,0,equality_check,ser,60000,81,1
1,1,0,0,0,equality_check,ser,60000,84,1
0,1,0,0,0,equality_check,ser,60000,84,1
1,0,0,0,0,equality_check,ser,60000,83,1
0,0,0,0,0,equality_check,ser,60000,83,1
1,1,1,1,1,ex,ser,60000,102,1
0,1,1,1,1,ex,ser,60000,101,1
1,0,1,1,1,ex,ser,60000,102,1
0,0,1,1,1,ex,ser,60000,100,1
1,1,0,1,1,ex,ser,60000,102,1
0,1,0,1,1,ex,ser,60000,102,1
1,0,0,1,1,ex,ser,60000,100,1
0,0,0,1,1,ex,ser,60000,101,1
1,1,1,0,1,ex,ser,60000,101,1
0,1,1,0,1,ex,ser,60000,99,1
1,0,1,0,1,ex,ser,60000,100,1
0,0,1,0,1,ex,ser,60000,99,1
1,1,0,0,1,ex,ser,60000,100,1
0,1,0,0,1,ex,ser,60000,101,1
1,0,0,0,1,ex,ser,60000,102,1
0,0,0,0,1,ex,ser,60000,98,1
1,1,1,1,0,ex,ser,60000,97,1
0,1,1,1,0,ex,ser,60000,101,1
1,0,1,1,0,ex,ser,60000,102,1
0,0,1,1,0,ex,ser,60000,101,1
1,1,0,1,0,ex,ser,60000,107,1
0,1,0,1,0,ex,ser,60000,103,1
1,0,0,1,0,ex,ser,60000,106,1
0,0,0,1,0,ex,ser,60000,98,1
1,1,1,0,0,ex,ser,60000,101,1
0,1,1,0,0,ex,ser,60000,99,1
1,0,1,0,0,ex,ser,60000,101,1
0,0,1,0,0,ex,ser,60000,102,1
1,1,0,0,0,ex,ser,60000,104,1
0,1,0,0,0,ex,ser,60000,109,1
1,0,0,0,0,ex,ser,60000,104,1
0,0,0,0,0,ex,ser,60000,100,1
1,1,1,1,1,flag_non_ser,ser,60000,106,1
0,1,1,1,1,flag_non_ser,ser,60000,103,1
1,0,1,1,1,flag_non_ser,ser,60000,103,1
0,0,1,1,1,flag_non_ser,ser,60000,103,1
1,1,0,1,1,flag_non_ser,ser,60000,103,1
0,1,0,1,1,flag_non_ser,ser,60000,102,1
1,0,0,1,1,flag_non_ser,ser,60000,112,1
0,0,0,1,1,flag_non_ser,ser,60000,106,1
1,1,1,0,1,flag_non_ser,ser,60000,109,1
0,1,1,0,1,flag_non_ser,ser,60000,107,1
1,0,1,0,1,flag_non_ser,ser,60000,104,1
0,0,1,0,1,flag_non_ser,ser,60000,101,1
1,1,0,0,1,flag_non_ser,ser,60000,104,1
0,1,0,0,1,flag_non_ser,ser,60000,103,1
1,0,0,0,1,flag_non_ser,ser,60000,104,1
0,0,0,0,1,flag_non_ser,ser,60000,104,1
1,1,1,1,0,flag_non_ser,ser,60000,102,1
0,1,1,1,0,flag_non_ser,ser,60000,102,1
1,0,1,1,0,flag_non_ser,ser,60000,101,1
0,0,1,1,0,flag_non_ser,ser,60000,100,1
1,1,0,1,0,flag_non_ser,ser,60000,104,1
0,1,0,1,0,flag_non_ser,ser,60000,104,1
1,0,0,1,0,flag_non_ser,ser,60000,103,1
0,0,0,1,0,flag_non_ser,ser,60000,105,1
1,1,1,0,0,flag_non_ser,ser,60000,102,1
0,1,1,0,0,flag_non_ser,ser,60000,105,1
1,0,1,0,0,flag_non_ser,ser,60000,103,1
0,0,1,0,0,flag_non_ser,ser,60000,103,1
1,1,0,0,0,flag_non_ser,ser,60000,105,1
0,1,0,0,0,flag_non_ser,ser,60000,102,1
1,0,0,0,0,flag_non_ser,ser,60000,102,1
0,0,0,0,0,flag_non_ser,ser,60000,104,1
1,1,1,1,1,flag_non_ser_turned_ser,ser,60000,93,1
0,1,1,1,1,flag_non_ser_turned_ser,ser,60000,91,1
1,0,1,1,1,flag_non_ser_turned_ser,ser,60000,93,1
0,0,1,1,1,flag_non_ser_turned_ser,ser,60000,86,1
1,1,0,1,1,flag_non_ser_turned_ser,ser,60000,105,1
0,1,0,1,1,flag_non_ser_turned_ser,ser,60000,103,1
1,0,0,1,1,flag_non_ser_turned_ser,ser,60000,90,1
0,0,0,1,1,flag_non_ser_turned_ser,ser,60000,92,1
1,1,1,0,1,flag_non_ser_turned_ser,ser,60000,99,1
0,1,1,0,1,flag_non_ser_turned_ser,ser,60000,89,1
1,0,1,0,1,flag_non_ser_turned_ser,ser,60000,91,1
0,0,1,0,1,flag_non_ser_turned_ser,ser,60000,94,1
1,1,0,0,1,flag_non_ser_turned_ser,ser,60000,91,1
0,1,0,0,1,flag_non_ser_turned_ser,ser,60000,89,1
1,0,0,0,1,flag_non_ser_turned_ser,ser,60000,89,1
0,0,0,0,1,flag_non_ser_turned_ser,ser,60000,89,1
1,1,1,1,0,flag_non_ser_turned_ser,ser,60000,90,1
0,1,1,1,0,flag_non_ser_turned_ser,ser,60000,91,1
1,0,1,1,0,flag_non_ser_turned_ser,ser,60000,90,1
0,0,1,1,0,flag_non_ser_turned_ser,ser,60000,87,1
1,1,0,1,0,flag_non_ser_turned_ser,ser,60000,90,1
0,1,0,1,0,flag_non_ser_turned_ser,ser,60000,94,1
1,0,0,1,0,flag_non_ser_turned_ser,ser,60000,90,1
0,0,0,1,0,flag_non_ser_turned_ser,ser,60000,96,1
1,1,1,0,0,flag_non_ser_turned_ser,ser,60000,92,1
0,1,1,0,0,flag_non_ser_turned_ser,ser,60000,89,1
1,0,1,0,0,flag_non_ser_turned_ser,ser,60000,90,1
0,0,1,0,0,flag_non_ser_turned_ser,ser,60000,91,1
1,1,0,0,0,flag_non_ser_turned_ser,ser,60000,89,1
0,1,0,0,0,flag_non_ser_turned_ser,ser,60000,92,1
1,0,0,0,0,flag_non_ser_turned_ser,ser,60000,89,1
0,0,0,0,0,flag_non_ser_turned_ser,ser,60000,91,1
1,1,1,1,1,fred2_arith,ser,60000,201,1
0,1,1,1,1,fred2_arith,ser,60000,201,1
1,0,1,1,1,fred2_arith,ser,60000,190,1
0,0,1,1,1,fred2_arith,ser,60000,195,1
1,1,0,1,1,fred2_arith,ser,60000,195,1
0,1,0,1,1,fred2_arith,ser,60000,204,1
1,0,0,1,1,fred2_arith,ser,60000,203,1
0,0,0,1,1,fred2_arith,ser,60000,181,1
1,1,1,0,1,fred2_arith,ser,60000,484,1
0,1,1,0,1,fred2_arith,ser,60000,471,1
1,0,1,0,1,fred2_arith,ser,60000,465,1
0,0,1,0,1,fred2_arith,ser,60000,453,1
1,1,0,0,1,fred2_arith,ser,60000,469,1
0,1,0,0,1,fred2_arith,ser,60000,483,1
1,0,0,0,1,fred2_arith,ser,60000,461,1
0,0,0,0,1,fred2_arith,ser,60000,462,1
1,1,1,1,0,fred2_arith,ser,60000,211,1
0,1,1,1,0,fred2_arith,ser,60000,217,1
1,0,1,1,0,fred2_arith,ser,60000,187,1
0,0,1,1,0,fred2_arith,ser,60000,194,1
1,1,0,1,0,fred2_arith,ser,60000,215,1
0,1,0,1,0,fred2_arith,ser,60000,218,1
1,0,0,1,0,fred2_arith,ser,60000,190,1
0,0,0,1,0,fred2_arith,ser,60000,253,1
1,1,1,0,0,fred2_arith,ser,60000,1870,1
0,1,1,0,0,fred2_arith,ser,60000,60478,0
1,0,1,0,0,fred2_arith,ser,60000,62434,0
0,0,1,0,0,fred2_arith,ser,60000,14492,1
1,1,0,0,0,fred2_arith,ser,60000,228,1
0,1,0,0,0,fred2_arith,ser,60000,246,1
1,0,0,0,0,fred2_arith,ser,60000,131,1
0,0,0,0,0,fred2_arith,ser,60000,210,1
1,1,1,1,1,fred2,ser,60000,204,1
0,1,1,1,1,fred2,ser,60000,215,1
1,0,1,1,1,fred2,ser,60000,202,1
0,0,1,1,1,fred2,ser,60000,190,1
1,1,0,1,1,fred2,ser,60000,197,1
0,1,0,1,1,fred2,ser,60000,196,1
1,0,0,1,1,fred2,ser,60000,194,1
0,0,0,1,1,fred2,ser,60000,191,1
1,1,1,0,1,fred2,ser,60000,476,1
0,1,1,0,1,fred2,ser,60000,479,1
1,0,1,0,1,fred2,ser,60000,457,1
0,0,1,0,1,fred2,ser,60000,481,1
1,1,0,0,1,fred2,ser,60000,472,1
0,1,0,0,1,fred2,ser,60000,475,1
1,0,0,0,1,fred2,ser,60000,460,1
0,0,0,0,1,fred2,ser,60000,457,1
1,1,1,1,0,fred2,ser,60000,205,1
0,1,1,1,0,fred2,ser,60000,196,1
1,0,1,1,0,fred2,ser,60000,200,1
0,0,1,1,0,fred2,ser,60000,178,1
1,1,0,1,0,fred2,ser,60000,207,1
0,1,0,1,0,fred2,ser,60000,203,1
1,0,0,1,0,fred2,ser,60000,209,1
0,0,0,1,0,fred2,ser,60000,190,1
1,1,1,0,0,fred2,ser,60000,252,1
0,1,1,0,0,fred2,ser,60000,62600,0
1,0,1,0,0,fred2,ser,60000,60501,0
0,0,1,0,0,fred2,ser,60000,62447,0
1,1,0,0,0,fred2,ser,60000,42960,1
0,1,0,0,0,fred2,ser,60000,169,1
1,0,0,0,0,fred2,ser,60000,292,1
0,0,0,0,0,fred2,ser,60000,62430,0
1,1,1,1,1,fred_arith,ser,60000,130,1
0,1,1,1,1,fred_arith,ser,60000,132,1
1,0,1,1,1,fred_arith,ser,60000,130,1
0,0,1,1,1,fred_arith,ser,60000,130,1
1,1,0,1,1,fred_arith,ser,60000,127,1
0,1,0,1,1,fred_arith,ser,60000,135,1
1,0,0,1,1,fred_arith,ser,60000,128,1
0,0,0,1,1,fred_arith,ser,60000,130,1
1,1,1,0,1,fred_arith,ser,60000,389,1
0,1,1,0,1,fred_arith,ser,60000,395,1
1,0,1,0,1,fred_arith,ser,60000,384,1
0,0,1,0,1,fred_arith,ser,60000,398,1
1,1,0,0,1,fred_arith,ser,60000,389,1
0,1,0,0,1,fred_arith,ser,60000,396,1
1,0,0,0,1,fred_arith,ser,60000,390,1
0,0,0,0,1,fred_arith,ser,60000,388,1
1,1,1,1,0,fred_arith,ser,60000,127,1
0,1,1,1,0,fred_arith,ser,60000,125,1
1,0,1,1,0,fred_arith,ser,60000,123,1
0,0,1,1,0,fred_arith,ser,60000,122,1
1,1,0,1,0,fred_arith,ser,60000,133,1
0,1,0,1,0,fred_arith,ser,60000,216,1
1,0,0,1,0,fred_arith,ser,60000,184,1
0,0,0,1,0,fred_arith,ser,60000,125,1
1,1,1,0,0,fred_arith,ser,60000,62518,0
0,1,1,0,0,fred_arith,ser,60000,62527,0
1,0,1,0,0,fred_arith,ser,60000,91,1
0,0,1,0,0,fred_arith,ser,60000,62662,0
1,1,0,0,0,fred_arith,ser,60000,14391,1
0,1,0,0,0,fred_arith,ser,60000,62553,0
1,0,0,0,0,fred_arith,ser,60000,300,1
0,0,0,0,0,fred_arith,ser,60000,62687,0
1,1,1,1,1,fred_arith_simplified_until_1,ser,60000,105,1
0,1,1,1,1,fred_arith_simplified_until_1,ser,60000,102,1
1,0,1,1,1,fred_arith_simplified_until_1,ser,60000,104,1
0,0,1,1,1,fred_arith_simplified_until_1,ser,60000,104,1
1,1,0,1,1,fred_arith_simplified_until_1,ser,60000,104,1
0,1,0,1,1,fred_arith_simplified_until_1,ser,60000,102,1
1,0,0,1,1,fred_arith_simplified_until_1,ser,60000,102,1
0,0,0,1,1,fred_arith_simplified_until_1,ser,60000,103,1
1,1,1,0,1,fred_arith_simplified_until_1,ser,60000,102,1
0,1,1,0,1,fred_arith_simplified_until_1,ser,60000,105,1
1,0,1,0,1,fred_arith_simplified_until_1,ser,60000,100,1
0,0,1,0,1,fred_arith_simplified_until_1,ser,60000,103,1
1,1,0,0,1,fred_arith_simplified_until_1,ser,60000,102,1
0,1,0,0,1,fred_arith_simplified_until_1,ser,60000,100,1
1,0,0,0,1,fred_arith_simplified_until_1,ser,60000,106,1
0,0,0,0,1,fred_arith_simplified_until_1,ser,60000,104,1
1,1,1,1,0,fred_arith_simplified_until_1,ser,60000,108,1
0,1,1,1,0,fred_arith_simplified_until_1,ser,60000,104,1
1,0,1,1,0,fred_arith_simplified_until_1,ser,60000,105,1
0,0,1,1,0,fred_arith_simplified_until_1,ser,60000,103,1
1,1,0,1,0,fred_arith_simplified_until_1,ser,60000,104,1
0,1,0,1,0,fred_arith_simplified_until_1,ser,60000,104,1
1,0,0,1,0,fred_arith_simplified_until_1,ser,60000,103,1
0,0,0,1,0,fred_arith_simplified_until_1,ser,60000,104,1
1,1,1,0,0,fred_arith_simplified_until_1,ser,60000,108,1
0,1,1,0,0,fred_arith_simplified_until_1,ser,60000,108,1
1,0,1,0,0,fred_arith_simplified_until_1,ser,60000,106,1
0,0,1,0,0,fred_arith_simplified_until_1,ser,60000,105,1
1,1,0,0,0,fred_arith_simplified_until_1,ser,60000,105,1
0,1,0,0,0,fred_arith_simplified_until_1,ser,60000,102,1
1,0,0,0,0,fred_arith_simplified_until_1,ser,60000,103,1
0,0,0,0,0,fred_arith_simplified_until_1,ser,60000,102,1
1,1,1,1,1,fred_arith_simplified_until_2,ser,60000,109,1
0,1,1,1,1,fred_arith_simplified_until_2,ser,60000,117,1
1,0,1,1,1,fred_arith_simplified_until_2,ser,60000,113,1
0,0,1,1,1,fred_arith_simplified_until_2,ser,60000,111,1
1,1,0,1,1,fred_arith_simplified_until_2,ser,60000,115,1
0,1,0,1,1,fred_arith_simplified_until_2,ser,60000,111,1
1,0,0,1,1,fred_arith_simplified_until_2,ser,60000,110,1
0,0,0,1,1,fred_arith_simplified_until_2,ser,60000,112,1
1,1,1,0,1,fred_arith_simplified_until_2,ser,60000,114,1
0,1,1,0,1,fred_arith_simplified_until_2,ser,60000,116,1
1,0,1,0,1,fred_arith_simplified_until_2,ser,60000,117,1
0,0,1,0,1,fred_arith_simplified_until_2,ser,60000,113,1
1,1,0,0,1,fred_arith_simplified_until_2,ser,60000,116,1
0,1,0,0,1,fred_arith_simplified_until_2,ser,60000,120,1
1,0,0,0,1,fred_arith_simplified_until_2,ser,60000,120,1
0,0,0,0,1,fred_arith_simplified_until_2,ser,60000,115,1
1,1,1,1,0,fred_arith_simplified_until_2,ser,60000,118,1
0,1,1,1,0,fred_arith_simplified_until_2,ser,60000,109,1
1,0,1,1,0,fred_arith_simplified_until_2,ser,60000,110,1
0,0,1,1,0,fred_arith_simplified_until_2,ser,60000,111,1
1,1,0,1,0,fred_arith_simplified_until_2,ser,60000,112,1
0,1,0,1,0,fred_arith_simplified_until_2,ser,60000,115,1
1,0,0,1,0,fred_arith_simplified_until_2,ser,60000,110,1
0,0,0,1,0,fred_arith_simplified_until_2,ser,60000,110,1
1,1,1,0,0,fred_arith_simplified_until_2,ser,60000,111,1
0,1,1,0,0,fred_arith_simplified_until_2,ser,60000,116,1
1,0,1,0,0,fred_arith_simplified_until_2,ser,60000,112,1
0,0,1,0,0,fred_arith_simplified_until_2,ser,60000,140,1
1,1,0,0,0,fred_arith_simplified_until_2,ser,60000,123,1
0,1,0,0,0,fred_arith_simplified_until_2,ser,60000,117,1
1,0,0,0,0,fred_arith_simplified_until_2,ser,60000,136,1
0,0,0,0,0,fred_arith_simplified_until_2,ser,60000,114,1
1,1,1,1,1,fred_arith_tricky2,ser,60000,124,1
0,1,1,1,1,fred_arith_tricky2,ser,60000,124,1
1,0,1,1,1,fred_arith_tricky2,ser,60000,121,1
0,0,1,1,1,fred_arith_tricky2,ser,60000,123,1
1,1,0,1,1,fred_arith_tricky2,ser,60000,120,1
0,1,0,1,1,fred_arith_tricky2,ser,60000,122,1
1,0,0,1,1,fred_arith_tricky2,ser,60000,122,1
0,0,0,1,1,fred_arith_tricky2,ser,60000,117,1
1,1,1,0,1,fred_arith_tricky2,ser,60000,121,1
0,1,1,0,1,fred_arith_tricky2,ser,60000,119,1
1,0,1,0,1,fred_arith_tricky2,ser,60000,118,1
0,0,1,0,1,fred_arith_tricky2,ser,60000,120,1
1,1,0,0,1,fred_arith_tricky2,ser,60000,121,1
0,1,0,0,1,fred_arith_tricky2,ser,60000,118,1
1,0,0,0,1,fred_arith_tricky2,ser,60000,119,1
0,0,0,0,1,fred_arith_tricky2,ser,60000,114,1
1,1,1,1,0,fred_arith_tricky2,ser,60000,121,1
0,1,1,1,0,fred_arith_tricky2,ser,60000,122,1
1,0,1,1,0,fred_arith_tricky2,ser,60000,118,1
0,0,1,1,0,fred_arith_tricky2,ser,60000,121,1
1,1,0,1,0,fred_arith_tricky2,ser,60000,123,1
0,1,0,1,0,fred_arith_tricky2,ser,60000,120,1
1,0,0,1,0,fred_arith_tricky2,ser,60000,124,1
0,0,0,1,0,fred_arith_tricky2,ser,60000,114,1
1,1,1,0,0,fred_arith_tricky2,ser,60000,123,1
0,1,1,0,0,fred_arith_tricky2,ser,60000,122,1
1,0,1,0,0,fred_arith_tricky2,ser,60000,119,1
0,0,1,0,0,fred_arith_tricky2,ser,60000,113,1
1,1,0,0,0,fred_arith_tricky2,ser,60000,123,1
0,1,0,0,0,fred_arith_tricky2,ser,60000,119,1
1,0,0,0,0,fred_arith_tricky2,ser,60000,118,1
0,0,0,0,0,fred_arith_tricky2,ser,60000,118,1
1,1,1,1,1,fred_arith_tricky3,ser,60000,148,1
0,1,1,1,1,fred_arith_tricky3,ser,60000,144,1
1,0,1,1,1,fred_arith_tricky3,ser,60000,142,1
0,0,1,1,1,fred_arith_tricky3,ser,60000,141,1
1,1,0,1,1,fred_arith_tricky3,ser,60000,145,1
0,1,0,1,1,fred_arith_tricky3,ser,60000,145,1
1,0,0,1,1,fred_arith_tricky3,ser,60000,139,1
0,0,0,1,1,fred_arith_tricky3,ser,60000,136,1
1,1,1,0,1,fred_arith_tricky3,ser,60000,164,1
0,1,1,0,1,fred_arith_tricky3,ser,60000,165,1
1,0,1,0,1,fred_arith_tricky3,ser,60000,158,1
0,0,1,0,1,fred_arith_tricky3,ser,60000,152,1
1,1,0,0,1,fred_arith_tricky3,ser,60000,161,1
0,1,0,0,1,fred_arith_tricky3,ser,60000,157,1
1,0,0,0,1,fred_arith_tricky3,ser,60000,179,1
0,0,0,0,1,fred_arith_tricky3,ser,60000,184,1
1,1,1,1,0,fred_arith_tricky3,ser,60000,171,1
0,1,1,1,0,fred_arith_tricky3,ser,60000,146,1
1,0,1,1,0,fred_arith_tricky3,ser,60000,140,1
0,0,1,1,0,fred_arith_tricky3,ser,60000,136,1
1,1,0,1,0,fred_arith_tricky3,ser,60000,158,1
0,1,0,1,0,fred_arith_tricky3,ser,60000,145,1
1,0,0,1,0,fred_arith_tricky3,ser,60000,141,1
0,0,0,1,0,fred_arith_tricky3,ser,60000,139,1
1,1,1,0,0,fred_arith_tricky3,ser,60000,164,1
0,1,1,0,0,fred_arith_tricky3,ser,60000,162,1
1,0,1,0,0,fred_arith_tricky3,ser,60000,148,1
0,0,1,0,0,fred_arith_tricky3,ser,60000,154,1
1,1,0,0,0,fred_arith_tricky3,ser,60000,163,1
0,1,0,0,0,fred_arith_tricky3,ser,60000,158,1
1,0,0,0,0,fred_arith_tricky3,ser,60000,147,1
0,0,0,0,0,fred_arith_tricky3,ser,60000,154,1
1,1,1,1,1,fred_arith_tricky,ser,60000,132,1
0,1,1,1,1,fred_arith_tricky,ser,60000,135,1
1,0,1,1,1,fred_arith_tricky,ser,60000,132,1
0,0,1,1,1,fred_arith_tricky,ser,60000,132,1
1,1,0,1,1,fred_arith_tricky,ser,60000,141,1
0,1,0,1,1,fred_arith_tricky,ser,60000,133,1
1,0,0,1,1,fred_arith_tricky,ser,60000,131,1
0,0,0,1,1,fred_arith_tricky,ser,60000,130,1
1,1,1,0,1,fred_arith_tricky,ser,60000,142,1
0,1,1,0,1,fred_arith_tricky,ser,60000,144,1
1,0,1,0,1,fred_arith_tricky,ser,60000,138,1
0,0,1,0,1,fred_arith_tricky,ser,60000,136,1
1,1,0,0,1,fred_arith_tricky,ser,60000,143,1
0,1,0,0,1,fred_arith_tricky,ser,60000,136,1
1,0,0,0,1,fred_arith_tricky,ser,60000,133,1
0,0,0,0,1,fred_arith_tricky,ser,60000,133,1
1,1,1,1,0,fred_arith_tricky,ser,60000,143,1
0,1,1,1,0,fred_arith_tricky,ser,60000,135,1
1,0,1,1,0,fred_arith_tricky,ser,60000,133,1
0,0,1,1,0,fred_arith_tricky,ser,60000,131,1
1,1,0,1,0,fred_arith_tricky,ser,60000,134,1
0,1,0,1,0,fred_arith_tricky,ser,60000,132,1
1,0,0,1,0,fred_arith_tricky,ser,60000,134,1
0,0,0,1,0,fred_arith_tricky,ser,60000,131,1
1,1,1,0,0,fred_arith_tricky,ser,60000,166,1
0,1,1,0,0,fred_arith_tricky,ser,60000,145,1
1,0,1,0,0,fred_arith_tricky,ser,60000,133,1
0,0,1,0,0,fred_arith_tricky,ser,60000,143,1
1,1,0,0,0,fred_arith_tricky,ser,60000,140,1
0,1,0,0,0,fred_arith_tricky,ser,60000,136,1
1,0,0,0,0,fred_arith_tricky,ser,60000,136,1
0,0,0,0,0,fred_arith_tricky,ser,60000,158,1
1,1,1,1,1,fred,ser,60000,133,1
0,1,1,1,1,fred,ser,60000,131,1
1,0,1,1,1,fred,ser,60000,127,1
0,0,1,1,1,fred,ser,60000,130,1
1,1,0,1,1,fred,ser,60000,133,1
0,1,0,1,1,fred,ser,60000,130,1
1,0,0,1,1,fred,ser,60000,129,1
0,0,0,1,1,fred,ser,60000,133,1
1,1,1,0,1,fred,ser,60000,402,1
0,1,1,0,1,fred,ser,60000,398,1
1,0,1,0,1,fred,ser,60000,385,1
0,0,1,0,1,fred,ser,60000,392,1
1,1,0,0,1,fred,ser,60000,400,1
0,1,0,0,1,fred,ser,60000,390,1
1,0,0,0,1,fred,ser,60000,392,1
0,0,0,0,1,fred,ser,60000,387,1
1,1,1,1,0,fred,ser,60000,130,1
0,1,1,1,0,fred,ser,60000,132,1
1,0,1,1,0,fred,ser,60000,128,1
0,0,1,1,0,fred,ser,60000,133,1
1,1,0,1,0,fred,ser,60000,131,1
0,1,0,1,0,fred,ser,60000,126,1
1,0,0,1,0,fred,ser,60000,264,1
0,0,0,1,0,fred,ser,60000,121,1
1,1,1,0,0,fred,ser,60000,91,1
0,1,1,0,0,fred,ser,60000,143,1
1,0,1,0,0,fred,ser,60000,174,1
0,0,1,0,0,fred,ser,60000,146,1
1,1,0,0,0,fred,ser,60000,1752,1
0,1,0,0,0,fred,ser,60000,190,1
1,0,0,0,0,fred,ser,60000,89,1
0,0,0,0,0,fred,ser,60000,260,1
1,1,1,1,1,funny,ser,60000,104,1
0,1,1,1,1,funny,ser,60000,108,1
1,0,1,1,1,funny,ser,60000,102,1
0,0,1,1,1,funny,ser,60000,108,1
1,1,0,1,1,funny,ser,60000,100,1
0,1,0,1,1,funny,ser,60000,105,1
1,0,0,1,1,funny,ser,60000,102,1
0,0,0,1,1,funny,ser,60000,109,1
1,1,1,0,1,funny,ser,60000,104,1
0,1,1,0,1,funny,ser,60000,107,1
1,0,1,0,1,funny,ser,60000,104,1
0,0,1,0,1,funny,ser,60000,106,1
1,1,0,0,1,funny,ser,60000,107,1
0,1,0,0,1,funny,ser,60000,103,1
1,0,0,0,1,funny,ser,60000,104,1
0,0,0,0,1,funny,ser,60000,108,1
1,1,1,1,0,funny,ser,60000,110,1
0,1,1,1,0,funny,ser,60000,111,1
1,0,1,1,0,funny,ser,60000,105,1
0,0,1,1,0,funny,ser,60000,106,1
1,1,0,1,0,funny,ser,60000,102,1
0,1,0,1,0,funny,ser,60000,104,1
1,0,0,1,0,funny,ser,60000,107,1
0,0,0,1,0,funny,ser,60000,102,1
1,1,1,0,0,funny,ser,60000,103,1
0,1,1,0,0,funny,ser,60000,104,1
1,0,1,0,0,funny,ser,60000,106,1
0,0,1,0,0,funny,ser,60000,105,1
1,1,0,0,0,funny,ser,60000,103,1
0,1,0,0,0,funny,ser,60000,105,1
1,0,0,0,0,funny,ser,60000,108,1
0,0,0,0,0,funny,ser,60000,102,1
1,1,1,1,1,globals,ser,60000,104,1
0,1,1,1,1,globals,ser,60000,108,1
1,0,1,1,1,globals,ser,60000,106,1
0,0,1,1,1,globals,ser,60000,100,1
1,1,0,1,1,globals,ser,60000,101,1
0,1,0,1,1,globals,ser,60000,102,1
1,0,0,1,1,globals,ser,60000,103,1
0,0,0,1,1,globals,ser,60000,100,1
1,1,1,0,1,globals,ser,60000,103,1
0,1,1,0,1,globals,ser,60000,102,1
1,0,1,0,1,globals,ser,60000,106,1
0,0,1,0,1,globals,ser,60000,101,1
1,1,0,0,1,globals,ser,60000,103,1
0,1,0,0,1,globals,ser,60000,105,1
1,0,0,0,1,globals,ser,60000,101,1
0,0,0,0,1,globals,ser,60000,102,1
1,1,1,1,0,globals,ser,60000,103,1
0,1,1,1,0,globals,ser,60000,104,1
1,0,1,1,0,globals,ser,60000,102,1
0,0,1,1,0,globals,ser,60000,104,1
1,1,0,1,0,globals,ser,60000,106,1
0,1,0,1,0,globals,ser,60000,103,1
1,0,0,1,0,globals,ser,60000,102,1
0,0,0,1,0,globals,ser,60000,102,1
1,1,1,0,0,globals,ser,60000,101,1
0,1,1,0,0,globals,ser,60000,104,1
1,0,1,0,0,globals,ser,60000,104,1
0,0,1,0,0,globals,ser,60000,100,1
1,1,0,0,0,globals,ser,60000,104,1
0,1,0,0,0,globals,ser,60000,101,1
