bidirectional ON,remove-redundant ON,generate-less ON,smart-kleene-order ON,benchmark,type,timeout_ms,time_ms,terminated
0,1,0,0,multiple_requests,ser,10000,113,1
1,0,0,0,multiple_requests,ser,10000,114,1
0,0,0,0,multiple_requests,ser,10000,109,1
1,1,1,1,multiple_vars,ser,10000,90,1
0,1,1,1,multiple_vars,ser,10000,91,1
1,0,1,1,multiple_vars,ser,10000,94,1
0,0,1,1,multiple_vars,ser,10000,88,1
1,1,0,1,multiple_vars,ser,10000,90,1
0,1,0,1,multiple_vars,ser,10000,88,1
1,0,0,1,multiple_vars,ser,10000,92,1
0,0,0,1,multiple_vars,ser,10000,94,1
1,1,1,0,multiple_vars,ser,10000,93,1
0,1,1,0,multiple_vars,ser,10000,92,1
1,0,1,0,multiple_vars,ser,10000,90,1
0,0,1,0,multiple_vars,ser,10000,89,1
1,1,0,0,multiple_vars,ser,10000,98,1
0,1,0,0,multiple_vars,ser,10000,91,1
1,0,0,0,multiple_vars,ser,10000,90,1
0,0,0,0,multiple_vars,ser,10000,91,1
1,1,1,1,nested_while,ser,10000,94,1
0,1,1,1,nested_while,ser,10000,95,1
1,0,1,1,nested_while,ser,10000,88,1
0,0,1,1,nested_while,ser,10000,91,1
1,1,0,1,nested_while,ser,10000,90,1
0,1,0,1,nested_while,ser,10000,95,1
1,0,0,1,nested_while,ser,10000,96,1
0,0,0,1,nested_while,ser,10000,94,1
1,1,1,0,nested_while,ser,10000,92,1
0,1,1,0,nested_while,ser,10000,89,1
1,0,1,0,nested_while,ser,10000,95,1
0,0,1,0,nested_while,ser,10000,92,1
1,1,0,0,nested_while,ser,10000,88,1
0,1,0,0,nested_while,ser,10000,89,1
1,0,0,0,nested_while,ser,10000,95,1
0,0,0,0,nested_while,ser,10000,90,1
1,1,1,1,nondet2,ser,10000,132,1
0,1,1,1,nondet2,ser,10000,131,1
1,0,1,1,nondet2,ser,10000,125,1
0,0,1,1,nondet2,ser,10000,128,1
1,1,0,1,nondet2,ser,10000,129,1
0,1,0,1,nondet2,ser,10000,130,1
1,0,0,1,nondet2,ser,10000,130,1
0,0,0,1,nondet2,ser,10000,122,1
1,1,1,0,nondet2,ser,10000,124,1
0,1,1,0,nondet2,ser,10000,130,1
1,0,1,0,nondet2,ser,10000,127,1
0,0,1,0,nondet2,ser,10000,127,1
1,1,0,0,nondet2,ser,10000,131,1
0,1,0,0,nondet2,ser,10000,128,1
1,0,0,0,nondet2,ser,10000,137,1
0,0,0,0,nondet2,ser,10000,153,1
1,1,1,1,nondet_impl2,ser,10000,147,1
0,1,1,1,nondet_impl2,ser,10000,140,1
1,0,1,1,nondet_impl2,ser,10000,139,1
0,0,1,1,nondet_impl2,ser,10000,133,1
1,1,0,1,nondet_impl2,ser,10000,132,1
0,1,0,1,nondet_impl2,ser,10000,127,1
1,0,0,1,nondet_impl2,ser,10000,127,1
0,0,0,1,nondet_impl2,ser,10000,129,1
1,1,1,0,nondet_impl2,ser,10000,131,1
0,1,1,0,nondet_impl2,ser,10000,126,1
1,0,1,0,nondet_impl2,ser,10000,130,1
0,0,1,0,nondet_impl2,ser,10000,134,1
1,1,0,0,nondet_impl2,ser,10000,134,1
0,1,0,0,nondet_impl2,ser,10000,132,1
1,0,0,0,nondet_impl2,ser,10000,132,1
0,0,0,0,nondet_impl2,ser,10000,126,1
1,1,1,1,nondet_impl,ser,10000,131,1
0,1,1,1,nondet_impl,ser,10000,135,1
1,0,1,1,nondet_impl,ser,10000,125,1
0,0,1,1,nondet_impl,ser,10000,127,1
1,1,0,1,nondet_impl,ser,10000,143,1
0,1,0,1,nondet_impl,ser,10000,134,1
1,0,0,1,nondet_impl,ser,10000,139,1
0,0,0,1,nondet_impl,ser,10000,146,1
1,1,1,0,nondet_impl,ser,10000,134,1
0,1,1,0,nondet_impl,ser,10000,130,1
1,0,1,0,nondet_impl,ser,10000,129,1
0,0,1,0,nondet_impl,ser,10000,125,1
1,1,0,0,nondet_impl,ser,10000,140,1
0,1,0,0,nondet_impl,ser,10000,142,1
1,0,0,0,nondet_impl,ser,10000,143,1
0,0,0,0,nondet_impl,ser,10000,135,1
1,1,1,1,nondet,ser,10000,123,1
0,1,1,1,nondet,ser,10000,124,1
1,0,1,1,nondet,ser,10000,118,1
0,0,1,1,nondet,ser,10000,123,1
1,1,0,1,nondet,ser,10000,125,1
0,1,0,1,nondet,ser,10000,117,1
1,0,0,1,nondet,ser,10000,118,1
0,0,0,1,nondet,ser,10000,119,1
1,1,1,0,nondet,ser,10000,116,1
0,1,1,0,nondet,ser,10000,122,1
1,0,1,0,nondet,ser,10000,126,1
0,0,1,0,nondet,ser,10000,123,1
1,1,0,0,nondet,ser,10000,121,1
0,1,0,0,nondet,ser,10000,119,1
1,0,0,0,nondet,ser,10000,129,1
0,0,0,0,nondet,ser,10000,128,1
1,1,1,1,seq_expr,ser,10000,102,1
0,1,1,1,seq_expr,ser,10000,105,1
1,0,1,1,seq_expr,ser,10000,94,1
0,0,1,1,seq_expr,ser,10000,94,1
1,1,0,1,seq_expr,ser,10000,95,1
0,1,0,1,seq_expr,ser,10000,92,1
1,0,0,1,seq_expr,ser,10000,91,1
0,0,0,1,seq_expr,ser,10000,95,1
1,1,1,0,seq_expr,ser,10000,95,1
0,1,1,0,seq_expr,ser,10000,88,1
1,0,1,0,seq_expr,ser,10000,95,1
0,0,1,0,seq_expr,ser,10000,117,1
1,1,0,0,seq_expr,ser,10000,90,1
0,1,0,0,seq_expr,ser,10000,95,1
1,0,0,0,seq_expr,ser,10000,95,1
0,0,0,0,seq_expr,ser,10000,93,1
1,1,1,1,simple_assign,ser,10000,91,1
0,1,1,1,simple_assign,ser,10000,94,1
1,0,1,1,simple_assign,ser,10000,92,1
0,0,1,1,simple_assign,ser,10000,92,1
1,1,0,1,simple_assign,ser,10000,97,1
0,1,0,1,simple_assign,ser,10000,100,1
1,0,0,1,simple_assign,ser,10000,93,1
0,0,0,1,simple_assign,ser,10000,90,1
1,1,1,0,simple_assign,ser,10000,95,1
0,1,1,0,simple_assign,ser,10000,89,1
1,0,1,0,simple_assign,ser,10000,91,1
0,0,1,0,simple_assign,ser,10000,89,1
1,1,0,0,simple_assign,ser,10000,91,1
0,1,0,0,simple_assign,ser,10000,92,1
1,0,0,0,simple_assign,ser,10000,94,1
0,0,0,0,simple_assign,ser,10000,94,1
1,1,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
0,1,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,92,1
1,0,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
0,0,1,1,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
1,1,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,90,1
0,1,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
1,0,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
0,0,0,1,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
1,1,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
0,1,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
1,0,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,96,1
0,0,1,0,simple_nonser2_minus_yields_is_ser,ser,10000,92,1
1,1,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
0,1,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,97,1
1,0,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,93,1
0,0,0,0,simple_nonser2_minus_yields_is_ser,ser,10000,94,1
1,1,1,1,simple_nonser2,ser,10000,112,1
0,1,1,1,simple_nonser2,ser,10000,120,1
1,0,1,1,simple_nonser2,ser,10000,114,1
0,0,1,1,simple_nonser2,ser,10000,110,1
1,1,0,1,simple_nonser2,ser,10000,116,1
0,1,0,1,simple_nonser2,ser,10000,117,1
1,0,0,1,simple_nonser2,ser,10000,112,1
0,0,0,1,simple_nonser2,ser,10000,111,1
1,1,1,0,simple_nonser2,ser,10000,112,1
0,1,1,0,simple_nonser2,ser,10000,107,1
1,0,1,0,simple_nonser2,ser,10000,112,1
0,0,1,0,simple_nonser2,ser,10000,109,1
1,1,0,0,simple_nonser2,ser,10000,111,1
0,1,0,0,simple_nonser2,ser,10000,109,1
1,0,0,0,simple_nonser2,ser,10000,132,1
0,0,0,0,simple_nonser2,ser,10000,120,1
1,1,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,109,1
0,1,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,0,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,111,1
0,0,1,1,simple_nonser2_turned_ser_with_locks,ser,10000,114,1
1,1,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,113,1
0,1,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,0,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,114,1
0,0,0,1,simple_nonser2_turned_ser_with_locks,ser,10000,110,1
1,1,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,110,1
0,1,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,0,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
0,0,1,0,simple_nonser2_turned_ser_with_locks,ser,10000,112,1
1,1,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
0,1,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,115,1
1,0,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,109,1
0,0,0,0,simple_nonser2_turned_ser_with_locks,ser,10000,113,1
1,1,1,1,simple_nonser3,ser,10000,110,1
0,1,1,1,simple_nonser3,ser,10000,112,1
1,0,1,1,simple_nonser3,ser,10000,111,1
0,0,1,1,simple_nonser3,ser,10000,114,1
1,1,0,1,simple_nonser3,ser,10000,117,1
0,1,0,1,simple_nonser3,ser,10000,117,1
1,0,0,1,simple_nonser3,ser,10000,119,1
0,0,0,1,simple_nonser3,ser,10000,115,1
1,1,1,0,simple_nonser3,ser,10000,119,1
0,1,1,0,simple_nonser3,ser,10000,112,1
1,0,1,0,simple_nonser3,ser,10000,112,1
0,0,1,0,simple_nonser3,ser,10000,112,1
1,1,0,0,simple_nonser3,ser,10000,115,1
0,1,0,0,simple_nonser3,ser,10000,113,1
1,0,0,0,simple_nonser3,ser,10000,118,1
0,0,0,0,simple_nonser3,ser,10000,118,1
1,1,1,1,simple_nonser,ser,10000,120,1
0,1,1,1,simple_nonser,ser,10000,121,1
1,0,1,1,simple_nonser,ser,10000,115,1
0,0,1,1,simple_nonser,ser,10000,112,1
1,1,0,1,simple_nonser,ser,10000,116,1
0,1,0,1,simple_nonser,ser,10000,119,1
1,0,0,1,simple_nonser,ser,10000,116,1
0,0,0,1,simple_nonser,ser,10000,122,1
1,1,1,0,simple_nonser,ser,10000,118,1
0,1,1,0,simple_nonser,ser,10000,120,1
1,0,1,0,simple_nonser,ser,10000,120,1
0,0,1,0,simple_nonser,ser,10000,114,1
1,1,0,0,simple_nonser,ser,10000,115,1
0,1,0,0,simple_nonser,ser,10000,123,1
1,0,0,0,simple_nonser,ser,10000,122,1
0,0,0,0,simple_nonser,ser,10000,113,1
1,1,1,1,simple_ser,ser,10000,93,1
0,1,1,1,simple_ser,ser,10000,91,1
1,0,1,1,simple_ser,ser,10000,91,1
0,0,1,1,simple_ser,ser,10000,91,1
1,1,0,1,simple_ser,ser,10000,90,1
0,1,0,1,simple_ser,ser,10000,90,1
1,0,0,1,simple_ser,ser,10000,91,1
0,0,0,1,simple_ser,ser,10000,91,1
1,1,1,0,simple_ser,ser,10000,89,1
0,1,1,0,simple_ser,ser,10000,88,1
1,0,1,0,simple_ser,ser,10000,91,1
0,0,1,0,simple_ser,ser,10000,89,1
1,1,0,0,simple_ser,ser,10000,91,1
0,1,0,0,simple_ser,ser,10000,91,1
1,0,0,0,simple_ser,ser,10000,95,1
0,0,0,0,simple_ser,ser,10000,90,1
1,1,1,1,snapshot_isolation_network_monitoring,ser,10000,256,1
0,1,1,1,snapshot_isolation_network_monitoring,ser,10000,242,1
1,0,1,1,snapshot_isolation_network_monitoring,ser,10000,247,1
0,0,1,1,snapshot_isolation_network_monitoring,ser,10000,213,1
1,1,0,1,snapshot_isolation_network_monitoring,ser,10000,247,1
0,1,0,1,snapshot_isolation_network_monitoring,ser,10000,241,1
1,0,0,1,snapshot_isolation_network_monitoring,ser,10000,232,1
0,0,0,1,snapshot_isolation_network_monitoring,ser,10000,223,1
1,1,1,0,snapshot_isolation_network_monitoring,ser,10000,236,1
0,1,1,0,snapshot_isolation_network_monitoring,ser,10000,222,1
1,0,1,0,snapshot_isolation_network_monitoring,ser,10000,228,1
0,0,1,0,snapshot_isolation_network_monitoring,ser,10000,208,1
1,1,0,0,snapshot_isolation_network_monitoring,ser,10000,244,1
0,1,0,0,snapshot_isolation_network_monitoring,ser,10000,240,1
1,0,0,0,snapshot_isolation_network_monitoring,ser,10000,229,1
0,0,0,0,snapshot_isolation_network_monitoring,ser,10000,208,1
1,1,1,1,snapshot_isolation_network_monitoring_simplified,ser,10000,227,1
0,1,1,1,snapshot_isolation_network_monitoring_simplified,ser,10000,218,1
1,0,1,1,snapshot_isolation_network_monitoring_simplified,ser,10000,218,1
0,0,1,1,snapshot_isolation_network_monitoring_simplified,ser,10000,200,1
1,1,0,1,snapshot_isolation_network_monitoring_simplified,ser,10000,232,1
0,1,0,1,snapshot_isolation_network_monitoring_simplified,ser,10000,225,1
1,0,0,1,snapshot_isolation_network_monitoring_simplified,ser,10000,230,1
0,0,0,1,snapshot_isolation_network_monitoring_simplified,ser,10000,226,1
1,1,1,0,snapshot_isolation_network_monitoring_simplified,ser,10000,230,1
0,1,1,0,snapshot_isolation_network_monitoring_simplified,ser,10000,218,1
1,0,1,0,snapshot_isolation_network_monitoring_simplified,ser,10000,228,1
0,0,1,0,snapshot_isolation_network_monitoring_simplified,ser,10000,210,1
1,1,0,0,snapshot_isolation_network_monitoring_simplified,ser,10000,235,1
0,1,0,0,snapshot_isolation_network_monitoring_simplified,ser,10000,226,1
1,0,0,0,snapshot_isolation_network_monitoring_simplified,ser,10000,226,1
0,0,0,0,snapshot_isolation_network_monitoring_simplified,ser,10000,203,1
1,1,1,1,snapshot_isolation,ser,10000,238,1
0,1,1,1,snapshot_isolation,ser,10000,218,1
1,0,1,1,snapshot_isolation,ser,10000,230,1
0,0,1,1,snapshot_isolation,ser,10000,205,1
1,1,0,1,snapshot_isolation,ser,10000,255,1
0,1,0,1,snapshot_isolation,ser,10000,238,1
1,0,0,1,snapshot_isolation,ser,10000,243,1
0,0,0,1,snapshot_isolation,ser,10000,213,1
1,1,1,0,snapshot_isolation,ser,10000,246,1
0,1,1,0,snapshot_isolation,ser,10000,233,1
1,0,1,0,snapshot_isolation,ser,10000,231,1
0,0,1,0,snapshot_isolation,ser,10000,213,1
1,1,0,0,snapshot_isolation,ser,10000,252,1
0,1,0,0,snapshot_isolation,ser,10000,249,1
1,0,0,0,snapshot_isolation,ser,10000,237,1
0,0,0,0,snapshot_isolation,ser,10000,224,1
1,1,1,1,stateful_firewall,ser,10000,157,1
0,1,1,1,stateful_firewall,ser,10000,153,1
1,0,1,1,stateful_firewall,ser,10000,150,1
0,0,1,1,stateful_firewall,ser,10000,150,1
1,1,0,1,stateful_firewall,ser,10000,155,1
0,1,0,1,stateful_firewall,ser,10000,156,1
1,0,0,1,stateful_firewall,ser,10000,149,1
0,0,0,1,stateful_firewall,ser,10000,149,1
1,1,1,0,stateful_firewall,ser,10000,152,1
0,1,1,0,stateful_firewall,ser,10000,154,1
1,0,1,0,stateful_firewall,ser,10000,153,1
0,0,1,0,stateful_firewall,ser,10000,148,1
1,1,0,0,stateful_firewall,ser,10000,155,1
0,1,0,0,stateful_firewall,ser,10000,152,1
1,0,0,0,stateful_firewall,ser,10000,150,1
0,0,0,0,stateful_firewall,ser,10000,160,1
1,1,1,1,stateful_firewall_without_yields,ser,10000,137,1
0,1,1,1,stateful_firewall_without_yields,ser,10000,138,1
1,0,1,1,stateful_firewall_without_yields,ser,10000,134,1
0,0,1,1,stateful_firewall_without_yields,ser,10000,131,1
1,1,0,1,stateful_firewall_without_yields,ser,10000,140,1
0,1,0,1,stateful_firewall_without_yields,ser,10000,142,1
1,0,0,1,stateful_firewall_without_yields,ser,10000,137,1
0,0,0,1,stateful_firewall_without_yields,ser,10000,133,1
1,1,1,0,stateful_firewall_without_yields,ser,10000,139,1
0,1,1,0,stateful_firewall_without_yields,ser,10000,133,1
1,0,1,0,stateful_firewall_without_yields,ser,10000,133,1
0,0,1,0,stateful_firewall_without_yields,ser,10000,130,1
1,1,0,0,stateful_firewall_without_yields,ser,10000,134,1
0,1,0,0,stateful_firewall_without_yields,ser,10000,142,1
1,0,0,0,stateful_firewall_without_yields,ser,10000,131,1
0,0,0,0,stateful_firewall_without_yields,ser,10000,130,1
1,1,1,1,stop2,ser,10000,129,1
0,1,1,1,stop2,ser,10000,129,1
1,0,1,1,stop2,ser,10000,133,1
0,0,1,1,stop2,ser,10000,132,1
1,1,0,1,stop2,ser,10000,138,1
0,1,0,1,stop2,ser,10000,130,1
1,0,0,1,stop2,ser,10000,134,1
0,0,0,1,stop2,ser,10000,136,1
1,1,1,0,stop2,ser,10000,134,1
0,1,1,0,stop2,ser,10000,135,1
1,0,1,0,stop2,ser,10000,134,1
0,0,1,0,stop2,ser,10000,124,1
1,1,0,0,stop2,ser,10000,129,1
0,1,0,0,stop2,ser,10000,126,1
1,0,0,0,stop2,ser,10000,129,1
0,0,0,0,stop2,ser,10000,133,1
1,1,1,1,stop3a,ser,10000,152,1
0,1,1,1,stop3a,ser,10000,141,1
1,0,1,1,stop3a,ser,10000,148,1
0,0,1,1,stop3a,ser,10000,143,1
1,1,0,1,stop3a,ser,10000,153,1
0,1,0,1,stop3a,ser,10000,143,1
1,0,0,1,stop3a,ser,10000,147,1
0,0,0,1,stop3a,ser,10000,143,1
1,1,1,0,stop3a,ser,10000,149,1
0,1,1,0,stop3a,ser,10000,147,1
1,0,1,0,stop3a,ser,10000,219,1
0,0,1,0,stop3a,ser,10000,161,1
1,1,0,0,stop3a,ser,10000,144,1
0,1,0,0,stop3a,ser,10000,149,1
1,0,0,0,stop3a,ser,10000,159,1
0,0,0,0,stop3a,ser,10000,151,1
1,1,1,1,stop3,ser,10000,146,1
0,1,1,1,stop3,ser,10000,147,1
1,0,1,1,stop3,ser,10000,138,1
0,0,1,1,stop3,ser,10000,134,1
1,1,0,1,stop3,ser,10000,145,1
0,1,0,1,stop3,ser,10000,143,1
1,0,0,1,stop3,ser,10000,143,1
0,0,0,1,stop3,ser,10000,143,1
1,1,1,0,stop3,ser,10000,139,1
0,1,1,0,stop3,ser,10000,134,1
1,0,1,0,stop3,ser,10000,139,1
0,0,1,0,stop3,ser,10000,136,1
1,1,0,0,stop3,ser,10000,143,1
0,1,0,0,stop3,ser,10000,137,1
1,0,0,0,stop3,ser,10000,139,1
0,0,0,0,stop3,ser,10000,140,1
1,1,1,1,stop4a,ser,10000,157,1
0,1,1,1,stop4a,ser,10000,152,1
1,0,1,1,stop4a,ser,10000,152,1
0,0,1,1,stop4a,ser,10000,148,1
1,1,0,1,stop4a,ser,10000,144,1
0,1,0,1,stop4a,ser,10000,144,1
1,0,0,1,stop4a,ser,10000,145,1
0,0,0,1,stop4a,ser,10000,145,1
1,1,1,0,stop4a,ser,10000,156,1
0,1,1,0,stop4a,ser,10000,152,1
1,0,1,0,stop4a,ser,10000,142,1
0,0,1,0,stop4a,ser,10000,135,1
1,1,0,0,stop4a,ser,10000,148,1
0,1,0,0,stop4a,ser,10000,146,1
1,0,0,0,stop4a,ser,10000,145,1
0,0,0,0,stop4a,ser,10000,140,1
1,1,1,1,stop4,ser,10000,141,1
0,1,1,1,stop4,ser,10000,141,1
1,0,1,1,stop4,ser,10000,139,1
0,0,1,1,stop4,ser,10000,136,1
1,1,0,1,stop4,ser,10000,138,1
0,1,0,1,stop4,ser,10000,140,1
1,0,0,1,stop4,ser,10000,139,1
0,0,0,1,stop4,ser,10000,140,1
1,1,1,0,stop4,ser,10000,147,1
0,1,1,0,stop4,ser,10000,145,1
1,0,1,0,stop4,ser,10000,136,1
0,0,1,0,stop4,ser,10000,134,1
1,1,0,0,stop4,ser,10000,138,1
0,1,0,0,stop4,ser,10000,136,1
1,0,0,0,stop4,ser,10000,140,1
0,0,0,0,stop4,ser,10000,133,1
1,1,1,1,stop,ser,10000,130,1
0,1,1,1,stop,ser,10000,125,1
1,0,1,1,stop,ser,10000,130,1
0,0,1,1,stop,ser,10000,125,1
1,1,0,1,stop,ser,10000,134,1
0,1,0,1,stop,ser,10000,134,1
1,0,0,1,stop,ser,10000,130,1
0,0,0,1,stop,ser,10000,128,1
1,1,1,0,stop,ser,10000,137,1
0,1,1,0,stop,ser,10000,129,1
1,0,1,0,stop,ser,10000,133,1
0,0,1,0,stop,ser,10000,125,1
1,1,0,0,stop,ser,10000,137,1
0,1,0,0,stop,ser,10000,129,1
1,0,0,0,stop,ser,10000,135,1
0,0,0,0,stop,ser,10000,135,1
1,1,1,1,tricky2,ser,10000,310,1
0,1,1,1,tricky2,ser,10000,300,1
1,0,1,1,tricky2,ser,10000,228,1
0,0,1,1,tricky2,ser,10000,215,1
1,1,0,1,tricky2,ser,10000,443,1
0,1,0,1,tricky2,ser,10000,877,1
1,0,0,1,tricky2,ser,10000,853,1
0,0,0,1,tricky2,ser,10000,799,1
1,1,1,0,tricky2,ser,10000,300,1
0,1,1,0,tricky2,ser,10000,292,1
1,0,1,0,tricky2,ser,10000,234,1
0,0,1,0,tricky2,ser,10000,223,1
1,1,0,0,tricky2,ser,10000,891,1
0,1,0,0,tricky2,ser,10000,429,1
1,0,0,0,tricky2,ser,10000,390,1
0,0,0,0,tricky2,ser,10000,359,1
1,1,1,1,tricky3,ser,10000,434,1
0,1,1,1,tricky3,ser,10000,421,1
1,0,1,1,tricky3,ser,10000,297,1
0,0,1,1,tricky3,ser,10000,271,1
1,1,0,1,tricky3,ser,10000,529,1
0,1,0,1,tricky3,ser,10000,528,1
1,0,0,1,tricky3,ser,10000,447,1
0,0,0,1,tricky3,ser,10000,428,1
1,1,1,0,tricky3,ser,10000,396,1
0,1,1,0,tricky3,ser,10000,381,1
1,0,1,0,tricky3,ser,10000,323,1
0,0,1,0,tricky3,ser,10000,274,1
1,1,0,0,tricky3,ser,10000,1028,1
0,1,0,0,tricky3,ser,10000,537,1
1,0,0,0,tricky3,ser,10000,899,1
0,0,0,0,tricky3,ser,10000,409,1
1,1,1,1,tricky3_ser,ser,10000,685,1
0,1,1,1,tricky3_ser,ser,10000,577,1
1,0,1,1,tricky3_ser,ser,10000,467,1
0,0,1,1,tricky3_ser,ser,10000,478,1
1,1,0,1,tricky3_ser,ser,10000,684,1
0,1,0,1,tricky3_ser,ser,10000,664,1
1,0,0,1,tricky3_ser,ser,10000,508,1
0,0,0,1,tricky3_ser,ser,10000,453,1
1,1,1,0,tricky3_ser,ser,10000,764,1
0,1,1,0,tricky3_ser,ser,10000,615,1
1,0,1,0,tricky3_ser,ser,10000,492,1
0,0,1,0,tricky3_ser,ser,10000,572,1
1,1,0,0,tricky3_ser,ser,10000,701,1
0,1,0,0,tricky3_ser,ser,10000,680,1
1,0,0,0,tricky3_ser,ser,10000,525,1
0,0,0,0,tricky3_ser,ser,10000,590,1
1,1,1,1,while_expr,ser,10000,95,1
0,1,1,1,while_expr,ser,10000,94,1
1,0,1,1,while_expr,ser,10000,93,1
0,0,1,1,while_expr,ser,10000,94,1
1,1,0,1,while_expr,ser,10000,91,1
0,1,0,1,while_expr,ser,10000,94,1
1,0,0,1,while_expr,ser,10000,90,1
0,0,0,1,while_expr,ser,10000,92,1
1,1,1,0,while_expr,ser,10000,96,1
0,1,1,0,while_expr,ser,10000,93,1
1,0,1,0,while_expr,ser,10000,90,1
0,0,1,0,while_expr,ser,10000,92,1
1,1,0,0,while_expr,ser,10000,91,1
0,1,0,0,while_expr,ser,10000,89,1
1,0,0,0,while_expr,ser,10000,90,1
0,0,0,0,while_expr,ser,10000,90,1
1,1,1,1,with_comments,ser,10000,90,1
0,1,1,1,with_comments,ser,10000,90,1
1,0,1,1,with_comments,ser,10000,92,1
0,0,1,1,with_comments,ser,10000,94,1
1,1,0,1,with_comments,ser,10000,93,1
0,1,0,1,with_comments,ser,10000,95,1
1,0,0,1,with_comments,ser,10000,93,1
0,0,0,1,with_comments,ser,10000,89,1
1,1,1,0,with_comments,ser,10000,90,1
0,1,1,0,with_comments,ser,10000,89,1
1,0,1,0,with_comments,ser,10000,92,1
0,0,1,0,with_comments,ser,10000,91,1
1,1,0,0,with_comments,ser,10000,91,1
0,1,0,0,with_comments,ser,10000,94,1
1,0,0,0,with_comments,ser,10000,89,1
0,0,0,0,with_comments,ser,10000,91,1
1,1,1,1,yield_expr,ser,10000,92,1
0,1,1,1,yield_expr,ser,10000,90,1
1,0,1,1,yield_expr,ser,10000,96,1
0,0,1,1,yield_expr,ser,10000,98,1
1,1,0,1,yield_expr,ser,10000,95,1
0,1,0,1,yield_expr,ser,10000,95,1
1,0,0,1,yield_expr,ser,10000,93,1
0,0,0,1,yield_expr,ser,10000,95,1
1,1,1,0,yield_expr,ser,10000,94,1
0,1,1,0,yield_expr,ser,10000,93,1
1,0,1,0,yield_expr,ser,10000,96,1
0,0,1,0,yield_expr,ser,10000,92,1
1,1,0,0,yield_expr,ser,10000,94,1
0,1,0,0,yield_expr,ser,10000,94,1
1,0,0,0,yield_expr,ser,10000,93,1
0,0,0,0,yield_expr,ser,10000,93,1
1,1,1,1,data_flow,json,30000,111,1
0,1,1,1,data_flow,json,30000,109,1
1,0,1,1,data_flow,json,30000,111,1
0,0,1,1,data_flow,json,30000,112,1
1,1,0,1,data_flow,json,30000,108,1
0,1,0,1,data_flow,json,30000,112,1
1,0,0,1,data_flow,json,30000,113,1
0,0,0,1,data_flow,json,30000,113,1
1,1,1,0,data_flow,json,30000,109,1
0,1,1,0,data_flow,json,30000,112,1
1,0,1,0,data_flow,json,30000,132,1
0,0,1,0,data_flow,json,30000,140,1
1,1,0,0,data_flow,json,30000,128,1
0,1,0,0,data_flow,json,30000,113,1
1,0,0,0,data_flow,json,30000,109,1
0,0,0,0,data_flow,json,30000,117,1
1,1,1,1,login_flow,json,30000,134,1
0,1,1,1,login_flow,json,30000,131,1
1,0,1,1,login_flow,json,30000,163,1
0,0,1,1,login_flow,json,30000,291,1
1,1,0,1,login_flow,json,30000,96,1
0,1,0,1,login_flow,json,30000,97,1
1,0,0,1,login_flow,json,30000,94,1
0,0,0,1,login_flow,json,30000,100,1
1,1,1,0,login_flow,json,30000,125,1
0,1,1,0,login_flow,json,30000,128,1
1,0,1,0,login_flow,json,30000,166,1
0,0,1,0,login_flow,json,30000,165,1
1,1,0,0,login_flow,json,30000,94,1
0,1,0,0,login_flow,json,30000,101,1
1,0,0,0,login_flow,json,30000,95,1
0,0,0,0,login_flow,json,30000,93,1
1,1,1,1,shopping_cart,json,30000,189,1
0,1,1,1,shopping_cart,json,30000,214,1
1,0,1,1,shopping_cart,json,30000,107,1
0,0,1,1,shopping_cart,json,30000,101,1
1,1,0,1,shopping_cart,json,30000,163,1
0,1,0,1,shopping_cart,json,30000,158,1
1,0,0,1,shopping_cart,json,30000,1630,1
0,0,0,1,shopping_cart,json,30000,167,1
1,1,1,0,shopping_cart,json,30000,213,1
0,1,1,0,shopping_cart,json,30000,200,1
1,0,1,0,shopping_cart,json,30000,114,1
0,0,1,0,shopping_cart,json,30000,114,1
1,1,0,0,shopping_cart,json,30000,1972,1
0,1,0,0,shopping_cart,json,30000,1932,1
1,0,0,0,shopping_cart,json,30000,2221,1
0,0,0,0,shopping_cart,json,30000,1826,1
